state,state_code,year,school_year,grade,subject,source,assessment,metric,value,metric_family,comparison_role,jurisdiction_of_measure,jurisdiction_of_measure_name,source_value_kind,benchmark_label,source_url,source_page_url,notes,detail_order,source_order,metric_order
District of Columbia,DC,2025,2024-2025,3,ELA,DC CAPE,DC CAPE,Percent Did Not Yet Meet Expectations,34.4,state_exact_tier,state_assessment,DC,District of Columbia,reported_exact_tier,Did Not Yet Meet Expectations,https://app.box.com/index.php?rm=box_download_shared_file&shared_name=l1fz6ucfcut7q7pg8qzbo3l9ffb19pmm&file_id=f_1962534999838,https://osse.dc.gov/node/1794106,"OSSE publishes exact statewide Grade 3 DC CAPE ELA performance levels on the Performance Level sheet. Those exact tiers are DC CAPE-only; OSSE's separate Meeting/Exceeding tab combines DC CAPE and MSAA, so its 30.4 percent proficiency figure is slightly above the DC CAPE-only Level 4+5 total.",1,3,3
District of Columbia,DC,2025,2024-2025,3,ELA,DC CAPE,DC CAPE,Percent Partially Met Expectations,17.1,state_exact_tier,state_assessment,DC,District of Columbia,reported_exact_tier,Partially Met Expectations,https://app.box.com/index.php?rm=box_download_shared_file&shared_name=l1fz6ucfcut7q7pg8qzbo3l9ffb19pmm&file_id=f_1962534999838,https://osse.dc.gov/node/1794106,"OSSE publishes exact statewide Grade 3 DC CAPE ELA performance levels on the Performance Level sheet. Those exact tiers are DC CAPE-only; OSSE's separate Meeting/Exceeding tab combines DC CAPE and MSAA, so its 30.4 percent proficiency figure is slightly above the DC CAPE-only Level 4+5 total.",2,3,3
District of Columbia,DC,2025,2024-2025,3,ELA,DC CAPE,DC CAPE,Percent Approached Expectations,18.3,state_exact_tier,state_assessment,DC,District of Columbia,reported_exact_tier,Approached Expectations,https://app.box.com/index.php?rm=box_download_shared_file&shared_name=l1fz6ucfcut7q7pg8qzbo3l9ffb19pmm&file_id=f_1962534999838,https://osse.dc.gov/node/1794106,"OSSE publishes exact statewide Grade 3 DC CAPE ELA performance levels on the Performance Level sheet. Those exact tiers are DC CAPE-only; OSSE's separate Meeting/Exceeding tab combines DC CAPE and MSAA, so its 30.4 percent proficiency figure is slightly above the DC CAPE-only Level 4+5 total.",3,3,3
District of Columbia,DC,2025,2024-2025,3,ELA,DC CAPE,DC CAPE,Percent Met Expectations,26.2,state_exact_tier,state_assessment,DC,District of Columbia,reported_exact_tier,Met Expectations,https://app.box.com/index.php?rm=box_download_shared_file&shared_name=l1fz6ucfcut7q7pg8qzbo3l9ffb19pmm&file_id=f_1962534999838,https://osse.dc.gov/node/1794106,"OSSE publishes exact statewide Grade 3 DC CAPE ELA performance levels on the Performance Level sheet. Those exact tiers are DC CAPE-only; OSSE's separate Meeting/Exceeding tab combines DC CAPE and MSAA, so its 30.4 percent proficiency figure is slightly above the DC CAPE-only Level 4+5 total.",4,3,3
District of Columbia,DC,2025,2024-2025,3,ELA,DC CAPE,DC CAPE,Percent Exceeded Expectations,4.0,state_exact_tier,state_assessment,DC,District of Columbia,reported_exact_tier,Exceeded Expectations,https://app.box.com/index.php?rm=box_download_shared_file&shared_name=l1fz6ucfcut7q7pg8qzbo3l9ffb19pmm&file_id=f_1962534999838,https://osse.dc.gov/node/1794106,"OSSE publishes exact statewide Grade 3 DC CAPE ELA performance levels on the Performance Level sheet. Those exact tiers are DC CAPE-only; OSSE's separate Meeting/Exceeding tab combines DC CAPE and MSAA, so its 30.4 percent proficiency figure is slightly above the DC CAPE-only Level 4+5 total.",5,3,3
Florida,FL,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Below Basic,40.67,naep_below_basic,naep_national_public_benchmark,NP,National public,derived_from_pct_at_or_above_basic,National Public,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Repeated National Public NAEP benchmark row so a simple state filter in Looker Studio still shows the national comparison without a join.,0,1,1
Florida,FL,2024,2024,4,Reading,NAEP (State),NAEP,Percent Below Basic,37.56,naep_below_basic,naep_state,FL,Florida,derived_from_pct_at_or_above_basic,State NAEP,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Derived as 100 minus NAEP percent at or above Basic from the official 2024 Grade 4 Reading state table.,0,2,1
Florida,FL,2025,2024-2025,3,ELA,FAST,FAST,Percent in Below-Basic Analog Tier,22.0,state_below_basic_analog,state_assessment,FL,Florida,below_basic_analog,Level 1,https://origin.fldoe.org/core/fileparse.php/5668/urlt/3ELA03SRDSpring25.xls,https://www.fldoe.org/accountability/assessments/k-12-student-assessment/results/2025.stml,Florida publishes exact statewide Grade 3 FAST ELA PM3 percentages for Levels 1 through 5 in the statewide district workbook.,0,3,2
Florida,FL,2025,2024-2025,3,ELA,FAST,FAST,Percent Level 1,22.0,state_exact_tier,state_assessment,FL,Florida,reported_exact_tier,Level 1,https://origin.fldoe.org/core/fileparse.php/5668/urlt/3ELA03SRDSpring25.xls,https://www.fldoe.org/accountability/assessments/k-12-student-assessment/results/2025.stml,Florida publishes exact statewide Grade 3 FAST ELA PM3 percentages for Levels 1 through 5 in the district report workbook.,1,3,3
Florida,FL,2025,2024-2025,3,ELA,FAST,FAST,Percent Level 2,21.0,state_exact_tier,state_assessment,FL,Florida,reported_exact_tier,Level 2,https://origin.fldoe.org/core/fileparse.php/5668/urlt/3ELA03SRDSpring25.xls,https://www.fldoe.org/accountability/assessments/k-12-student-assessment/results/2025.stml,Florida publishes exact statewide Grade 3 FAST ELA PM3 percentages for Levels 1 through 5 in the district report workbook.,2,3,3
Florida,FL,2025,2024-2025,3,ELA,FAST,FAST,Percent Level 3,23.0,state_exact_tier,state_assessment,FL,Florida,reported_exact_tier,Level 3,https://origin.fldoe.org/core/fileparse.php/5668/urlt/3ELA03SRDSpring25.xls,https://www.fldoe.org/accountability/assessments/k-12-student-assessment/results/2025.stml,Florida publishes exact statewide Grade 3 FAST ELA PM3 percentages for Levels 1 through 5 in the district report workbook.,3,3,3
Florida,FL,2025,2024-2025,3,ELA,FAST,FAST,Percent Level 4,21.0,state_exact_tier,state_assessment,FL,Florida,reported_exact_tier,Level 4,https://origin.fldoe.org/core/fileparse.php/5668/urlt/3ELA03SRDSpring25.xls,https://www.fldoe.org/accountability/assessments/k-12-student-assessment/results/2025.stml,Florida publishes exact statewide Grade 3 FAST ELA PM3 percentages for Levels 1 through 5 in the district report workbook.,4,3,3
Florida,FL,2025,2024-2025,3,ELA,FAST,FAST,Percent Level 5,14.0,state_exact_tier,state_assessment,FL,Florida,reported_exact_tier,Level 5,https://origin.fldoe.org/core/fileparse.php/5668/urlt/3ELA03SRDSpring25.xls,https://www.fldoe.org/accountability/assessments/k-12-student-assessment/results/2025.stml,Florida publishes exact statewide Grade 3 FAST ELA PM3 percentages for Levels 1 through 5 in the district report workbook.,5,3,3
Georgia,GA,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Below Basic,40.67,naep_below_basic,naep_national_public_benchmark,NP,National public,derived_from_pct_at_or_above_basic,National Public,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Repeated National Public NAEP benchmark row so a simple state filter in Looker Studio still shows the national comparison without a join.,0,1,1
Georgia,GA,2024,2024,4,Reading,NAEP (State),NAEP,Percent Below Basic,40.59,naep_below_basic,naep_state,GA,Georgia,derived_from_pct_at_or_above_basic,State NAEP,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Derived as 100 minus NAEP percent at or above Basic from the official 2024 Grade 4 Reading state table.,0,2,1
Georgia,GA,2025,2024-2025,3,ELA,Georgia Milestones,Georgia Milestones,Percent in Below-Basic Analog Tier,36.9,state_below_basic_analog,state_assessment,GA,Georgia,below_basic_analog,Beginning Learner,https://url.gadoe.org/r9zz0,https://gadoe.org/assessment-accountability/georgia-milestones/,Georgia publishes exact statewide Grade 3 Georgia Milestones ELA performance-level percentages in the state summary workbook.,0,3,2
Georgia,GA,2025,2024-2025,3,ELA,Georgia Milestones,Georgia Milestones,Percent Beginning Learner,36.9,state_exact_tier,state_assessment,GA,Georgia,reported_exact_tier,Beginning Learner,https://url.gadoe.org/r9zz0,https://gadoe.org/assessment-accountability/georgia-milestones/,Georgia publishes exact statewide Grade 3 Georgia Milestones ELA performance-level percentages in the state summary workbook.,1,3,3
Georgia,GA,2025,2024-2025,3,ELA,Georgia Milestones,Georgia Milestones,Percent Developing Learner,28.18,state_exact_tier,state_assessment,GA,Georgia,reported_exact_tier,Developing Learner,https://url.gadoe.org/r9zz0,https://gadoe.org/assessment-accountability/georgia-milestones/,Georgia publishes exact statewide Grade 3 Georgia Milestones ELA performance-level percentages in the state summary workbook.,2,3,3
Georgia,GA,2025,2024-2025,3,ELA,Georgia Milestones,Georgia Milestones,Percent Proficient Learner,23.63,state_exact_tier,state_assessment,GA,Georgia,reported_exact_tier,Proficient Learner,https://url.gadoe.org/r9zz0,https://gadoe.org/assessment-accountability/georgia-milestones/,Georgia publishes exact statewide Grade 3 Georgia Milestones ELA performance-level percentages in the state summary workbook.,3,3,3
Georgia,GA,2025,2024-2025,3,ELA,Georgia Milestones,Georgia Milestones,Percent Distinguished Learner,11.29,state_exact_tier,state_assessment,GA,Georgia,reported_exact_tier,Distinguished Learner,https://url.gadoe.org/r9zz0,https://gadoe.org/assessment-accountability/georgia-milestones/,Georgia publishes exact statewide Grade 3 Georgia Milestones ELA performance-level percentages in the state summary workbook.,4,3,3
Hawaii,HI,2022,2021-2022,3,ELA,Statewide RLA Assessment (Ed Data Express),Statewide RLA Assessment (Ed Data Express),Percent in Below-Basic Analog Tier,51.6,state_below_basic_analog,state_assessment,HI,Hawaii,below_basic_analog,100 - Percent Proficient,https://eddataexpress.ed.gov/download/data-builder/data-download-tool?f%5B0%5D=program%3ATitle+I%2C+Part+A&f%5B1%5D=school_year%3A2021-2022&f%5B2%5D=type_of_data%3APerformance&f%5B3%5D=level%3AState+Education+Agency&f%5B4%5D=all_students%3AAll+Students+in+SEA&f%5B5%5D=age_grade%3AGrade+3&f%5B6%5D=data_group_id%3A584&f%5B7%5D=file_spec%3A178&f%5B8%5D=state_name%3AHAWAII,https://eddataexpress.ed.gov/download/data-builder/data-download-tool,Ed Data Express publishes a statewide Grade 3 reading/language arts Percent Proficient row for the state assessment at the SEA level. The below-basic analog is defined here as 100 - Percent Proficient.,0,3,2
Hawaii,HI,2022,2021-2022,3,ELA,Statewide RLA Assessment (Ed Data Express),Statewide RLA Assessment (Ed Data Express),Percent Proficient (Federal Proxy Source),48.4,state_published_source_bin,state_assessment_reference,HI,Hawaii,federal_proficiency_only_proxy,Percent Proficient,https://eddataexpress.ed.gov/download/data-builder/data-download-tool?f%5B0%5D=program%3ATitle+I%2C+Part+A&f%5B1%5D=school_year%3A2021-2022&f%5B2%5D=type_of_data%3APerformance&f%5B3%5D=level%3AState+Education+Agency&f%5B4%5D=all_students%3AAll+Students+in+SEA&f%5B5%5D=age_grade%3AGrade+3&f%5B6%5D=data_group_id%3A584&f%5B7%5D=file_spec%3A178&f%5B8%5D=state_name%3AHAWAII,https://eddataexpress.ed.gov/download/data-builder/data-download-tool,Ed Data Express publishes a statewide Grade 3 reading/language arts Percent Proficient row for the state assessment at the SEA level. The below-basic analog is defined here as 100 - Percent Proficient.,1,4,4
Hawaii,HI,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Below Basic,40.67,naep_below_basic,naep_national_public_benchmark,NP,National public,derived_from_pct_at_or_above_basic,National Public,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Repeated National Public NAEP benchmark row so a simple state filter in Looker Studio still shows the national comparison without a join.,0,1,1
Hawaii,HI,2024,2024,4,Reading,NAEP (State),NAEP,Percent Below Basic,39.05,naep_below_basic,naep_state,HI,Hawaii,derived_from_pct_at_or_above_basic,State NAEP,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Derived as 100 minus NAEP percent at or above Basic from the official 2024 Grade 4 Reading state table.,0,2,1
Idaho,ID,2022,2021-2022,3,ELA,Statewide RLA Assessment (Ed Data Express),Statewide RLA Assessment (Ed Data Express),Percent in Below-Basic Analog Tier,50.8,state_below_basic_analog,state_assessment,ID,Idaho,below_basic_analog,100 - Percent Proficient,https://eddataexpress.ed.gov/download/data-builder/data-download-tool?f%5B0%5D=program%3ATitle+I%2C+Part+A&f%5B1%5D=school_year%3A2021-2022&f%5B2%5D=type_of_data%3APerformance&f%5B3%5D=level%3AState+Education+Agency&f%5B4%5D=all_students%3AAll+Students+in+SEA&f%5B5%5D=age_grade%3AGrade+3&f%5B6%5D=data_group_id%3A584&f%5B7%5D=file_spec%3A178&f%5B8%5D=state_name%3AIDAHO,https://eddataexpress.ed.gov/download/data-builder/data-download-tool,Ed Data Express publishes a statewide Grade 3 reading/language arts Percent Proficient row for the state assessment at the SEA level. The below-basic analog is defined here as 100 - Percent Proficient.,0,3,2
Idaho,ID,2022,2021-2022,3,ELA,Statewide RLA Assessment (Ed Data Express),Statewide RLA Assessment (Ed Data Express),Percent Proficient (Federal Proxy Source),49.2,state_published_source_bin,state_assessment_reference,ID,Idaho,federal_proficiency_only_proxy,Percent Proficient,https://eddataexpress.ed.gov/download/data-builder/data-download-tool?f%5B0%5D=program%3ATitle+I%2C+Part+A&f%5B1%5D=school_year%3A2021-2022&f%5B2%5D=type_of_data%3APerformance&f%5B3%5D=level%3AState+Education+Agency&f%5B4%5D=all_students%3AAll+Students+in+SEA&f%5B5%5D=age_grade%3AGrade+3&f%5B6%5D=data_group_id%3A584&f%5B7%5D=file_spec%3A178&f%5B8%5D=state_name%3AIDAHO,https://eddataexpress.ed.gov/download/data-builder/data-download-tool,Ed Data Express publishes a statewide Grade 3 reading/language arts Percent Proficient row for the state assessment at the SEA level. The below-basic analog is defined here as 100 - Percent Proficient.,1,4,4
Idaho,ID,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Below Basic,40.67,naep_below_basic,naep_national_public_benchmark,NP,National public,derived_from_pct_at_or_above_basic,National Public,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Repeated National Public NAEP benchmark row so a simple state filter in Looker Studio still shows the national comparison without a join.,0,1,1
Idaho,ID,2024,2024,4,Reading,NAEP (State),NAEP,Percent Below Basic,38.6,naep_below_basic,naep_state,ID,Idaho,derived_from_pct_at_or_above_basic,State NAEP,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Derived as 100 minus NAEP percent at or above Basic from the official 2024 Grade 4 Reading state table.,0,2,1
Illinois,IL,2022,2021-2022,3,ELA,Statewide RLA Assessment (Ed Data Express),Statewide RLA Assessment (Ed Data Express),Percent in Below-Basic Analog Tier,72.7,state_below_basic_analog,state_assessment,IL,Illinois,below_basic_analog,100 - Percent Proficient,https://eddataexpress.ed.gov/download/data-builder/data-download-tool?f%5B0%5D=program%3ATitle+I%2C+Part+A&f%5B1%5D=school_year%3A2021-2022&f%5B2%5D=type_of_data%3APerformance&f%5B3%5D=level%3AState+Education+Agency&f%5B4%5D=all_students%3AAll+Students+in+SEA&f%5B5%5D=age_grade%3AGrade+3&f%5B6%5D=data_group_id%3A584&f%5B7%5D=file_spec%3A178&f%5B8%5D=state_name%3AILLINOIS,https://eddataexpress.ed.gov/download/data-builder/data-download-tool,Ed Data Express publishes a statewide Grade 3 reading/language arts Percent Proficient row for the state assessment at the SEA level. The below-basic analog is defined here as 100 - Percent Proficient.,0,3,2
Illinois,IL,2022,2021-2022,3,ELA,Statewide RLA Assessment (Ed Data Express),Statewide RLA Assessment (Ed Data Express),Percent Proficient (Federal Proxy Source),27.3,state_published_source_bin,state_assessment_reference,IL,Illinois,federal_proficiency_only_proxy,Percent Proficient,https://eddataexpress.ed.gov/download/data-builder/data-download-tool?f%5B0%5D=program%3ATitle+I%2C+Part+A&f%5B1%5D=school_year%3A2021-2022&f%5B2%5D=type_of_data%3APerformance&f%5B3%5D=level%3AState+Education+Agency&f%5B4%5D=all_students%3AAll+Students+in+SEA&f%5B5%5D=age_grade%3AGrade+3&f%5B6%5D=data_group_id%3A584&f%5B7%5D=file_spec%3A178&f%5B8%5D=state_name%3AILLINOIS,https://eddataexpress.ed.gov/download/data-builder/data-download-tool,Ed Data Express publishes a statewide Grade 3 reading/language arts Percent Proficient row for the state assessment at the SEA level. The below-basic analog is defined here as 100 - Percent Proficient.,1,4,4
Illinois,IL,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Below Basic,40.67,naep_below_basic,naep_national_public_benchmark,NP,National public,derived_from_pct_at_or_above_basic,National Public,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Repeated National Public NAEP benchmark row so a simple state filter in Looker Studio still shows the national comparison without a join.,0,1,1
Illinois,IL,2024,2024,4,Reading,NAEP (State),NAEP,Percent Below Basic,40.68,naep_below_basic,naep_state,IL,Illinois,derived_from_pct_at_or_above_basic,State NAEP,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Derived as 100 minus NAEP percent at or above Basic from the official 2024 Grade 4 Reading state table.,0,2,1
Indiana,IN,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Below Basic,40.67,naep_below_basic,naep_national_public_benchmark,NP,National public,derived_from_pct_at_or_above_basic,National Public,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Repeated National Public NAEP benchmark row so a simple state filter in Looker Studio still shows the national comparison without a join.,0,1,1
Indiana,IN,2024,2024,4,Reading,NAEP (State),NAEP,Percent Below Basic,34.74,naep_below_basic,naep_state,IN,Indiana,derived_from_pct_at_or_above_basic,State NAEP,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Derived as 100 minus NAEP percent at or above Basic from the official 2024 Grade 4 Reading state table.,0,2,1
Indiana,IN,2025,2024-2025,3,ELA,ILEARN,ILEARN,Percent in Below-Basic Analog Tier,39.18,state_below_basic_analog,state_assessment,IN,Indiana,below_basic_analog,Below Proficiency,https://secure.in.gov/doe/files/ILEARN-2025-Grade3-8-Final-Statewide-Summary_20250714.xlsx,https://secure.in.gov/doe/it/data-center-and-reports/,Indiana publishes statewide Grade 3 ILEARN counts by performance level in the statewide summary workbook.,0,3,2
Indiana,IN,2025,2024-2025,3,ELA,ILEARN,ILEARN,Percent Below Proficiency,39.18,state_exact_tier,state_assessment,IN,Indiana,derived_exact_tier_from_published_counts,Below Proficiency,https://secure.in.gov/doe/files/ILEARN-2025-Grade3-8-Final-Statewide-Summary_20250714.xlsx,https://secure.in.gov/doe/it/data-center-and-reports/,Indiana publishes statewide Grade 3 ILEARN counts by performance level. Percentages here are derived from those published counts and total tested.,1,3,3
Indiana,IN,2025,2024-2025,3,ELA,ILEARN,ILEARN,Percent Approaching Proficiency,20.56,state_exact_tier,state_assessment,IN,Indiana,derived_exact_tier_from_published_counts,Approaching Proficiency,https://secure.in.gov/doe/files/ILEARN-2025-Grade3-8-Final-Statewide-Summary_20250714.xlsx,https://secure.in.gov/doe/it/data-center-and-reports/,Indiana publishes statewide Grade 3 ILEARN counts by performance level. Percentages here are derived from those published counts and total tested.,2,3,3
Indiana,IN,2025,2024-2025,3,ELA,ILEARN,ILEARN,Percent At Proficiency,23.26,state_exact_tier,state_assessment,IN,Indiana,derived_exact_tier_from_published_counts,At Proficiency,https://secure.in.gov/doe/files/ILEARN-2025-Grade3-8-Final-Statewide-Summary_20250714.xlsx,https://secure.in.gov/doe/it/data-center-and-reports/,Indiana publishes statewide Grade 3 ILEARN counts by performance level. Percentages here are derived from those published counts and total tested.,3,3,3
Indiana,IN,2025,2024-2025,3,ELA,ILEARN,ILEARN,Percent Above Proficiency,17.0,state_exact_tier,state_assessment,IN,Indiana,derived_exact_tier_from_published_counts,Above Proficiency,https://secure.in.gov/doe/files/ILEARN-2025-Grade3-8-Final-Statewide-Summary_20250714.xlsx,https://secure.in.gov/doe/it/data-center-and-reports/,Indiana publishes statewide Grade 3 ILEARN counts by performance level. Percentages here are derived from those published counts and total tested.,4,3,3
Iowa,IA,2022,2021-2022,3,ELA,Statewide RLA Assessment (Ed Data Express),Statewide RLA Assessment (Ed Data Express),Percent in Below-Basic Analog Tier,35.8,state_below_basic_analog,state_assessment,IA,Iowa,below_basic_analog,100 - Percent Proficient,https://eddataexpress.ed.gov/download/data-builder/data-download-tool?f%5B0%5D=program%3ATitle+I%2C+Part+A&f%5B1%5D=school_year%3A2021-2022&f%5B2%5D=type_of_data%3APerformance&f%5B3%5D=level%3AState+Education+Agency&f%5B4%5D=all_students%3AAll+Students+in+SEA&f%5B5%5D=age_grade%3AGrade+3&f%5B6%5D=data_group_id%3A584&f%5B7%5D=file_spec%3A178&f%5B8%5D=state_name%3AIOWA,https://eddataexpress.ed.gov/download/data-builder/data-download-tool,Ed Data Express publishes a statewide Grade 3 reading/language arts Percent Proficient row for the state assessment at the SEA level. The below-basic analog is defined here as 100 - Percent Proficient.,0,3,2
Iowa,IA,2022,2021-2022,3,ELA,Statewide RLA Assessment (Ed Data Express),Statewide RLA Assessment (Ed Data Express),Percent Proficient (Federal Proxy Source),64.2,state_published_source_bin,state_assessment_reference,IA,Iowa,federal_proficiency_only_proxy,Percent Proficient,https://eddataexpress.ed.gov/download/data-builder/data-download-tool?f%5B0%5D=program%3ATitle+I%2C+Part+A&f%5B1%5D=school_year%3A2021-2022&f%5B2%5D=type_of_data%3APerformance&f%5B3%5D=level%3AState+Education+Agency&f%5B4%5D=all_students%3AAll+Students+in+SEA&f%5B5%5D=age_grade%3AGrade+3&f%5B6%5D=data_group_id%3A584&f%5B7%5D=file_spec%3A178&f%5B8%5D=state_name%3AIOWA,https://eddataexpress.ed.gov/download/data-builder/data-download-tool,Ed Data Express publishes a statewide Grade 3 reading/language arts Percent Proficient row for the state assessment at the SEA level. The below-basic analog is defined here as 100 - Percent Proficient.,1,4,4
Iowa,IA,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Below Basic,40.67,naep_below_basic,naep_national_public_benchmark,NP,National public,derived_from_pct_at_or_above_basic,National Public,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Repeated National Public NAEP benchmark row so a simple state filter in Looker Studio still shows the national comparison without a join.,0,1,1
Iowa,IA,2024,2024,4,Reading,NAEP (State),NAEP,Percent Below Basic,39.48,naep_below_basic,naep_state,IA,Iowa,derived_from_pct_at_or_above_basic,State NAEP,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Derived as 100 minus NAEP percent at or above Basic from the official 2024 Grade 4 Reading state table.,0,2,1
Kansas,KS,2022,2021-2022,3,ELA,Statewide RLA Assessment (Ed Data Express),Statewide RLA Assessment (Ed Data Express),Percent in Below-Basic Analog Tier,62.0,state_below_basic_analog,state_assessment,KS,Kansas,below_basic_analog,100 - Percent Proficient,https://eddataexpress.ed.gov/download/data-builder/data-download-tool?f%5B0%5D=program%3ATitle+I%2C+Part+A&f%5B1%5D=school_year%3A2021-2022&f%5B2%5D=type_of_data%3APerformance&f%5B3%5D=level%3AState+Education+Agency&f%5B4%5D=all_students%3AAll+Students+in+SEA&f%5B5%5D=age_grade%3AGrade+3&f%5B6%5D=data_group_id%3A584&f%5B7%5D=file_spec%3A178&f%5B8%5D=state_name%3AKANSAS,https://eddataexpress.ed.gov/download/data-builder/data-download-tool,Ed Data Express publishes a statewide Grade 3 reading/language arts Percent Proficient row for the state assessment at the SEA level. The below-basic analog is defined here as 100 - Percent Proficient.,0,3,2
Kansas,KS,2022,2021-2022,3,ELA,Statewide RLA Assessment (Ed Data Express),Statewide RLA Assessment (Ed Data Express),Percent Proficient (Federal Proxy Source),38.0,state_published_source_bin,state_assessment_reference,KS,Kansas,federal_proficiency_only_proxy,Percent Proficient,https://eddataexpress.ed.gov/download/data-builder/data-download-tool?f%5B0%5D=program%3ATitle+I%2C+Part+A&f%5B1%5D=school_year%3A2021-2022&f%5B2%5D=type_of_data%3APerformance&f%5B3%5D=level%3AState+Education+Agency&f%5B4%5D=all_students%3AAll+Students+in+SEA&f%5B5%5D=age_grade%3AGrade+3&f%5B6%5D=data_group_id%3A584&f%5B7%5D=file_spec%3A178&f%5B8%5D=state_name%3AKANSAS,https://eddataexpress.ed.gov/download/data-builder/data-download-tool,Ed Data Express publishes a statewide Grade 3 reading/language arts Percent Proficient row for the state assessment at the SEA level. The below-basic analog is defined here as 100 - Percent Proficient.,1,4,4
Kansas,KS,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Below Basic,40.67,naep_below_basic,naep_national_public_benchmark,NP,National public,derived_from_pct_at_or_above_basic,National Public,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Repeated National Public NAEP benchmark row so a simple state filter in Looker Studio still shows the national comparison without a join.,0,1,1
Kansas,KS,2024,2024,4,Reading,NAEP (State),NAEP,Percent Below Basic,40.09,naep_below_basic,naep_state,KS,Kansas,derived_from_pct_at_or_above_basic,State NAEP,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Derived as 100 minus NAEP percent at or above Basic from the official 2024 Grade 4 Reading state table.,0,2,1
Kentucky,KY,2024,2024,4,Reading,NAEP (National Public),NAEP,Percent Below Basic,40.67,naep_below_basic,naep_national_public_benchmark,NP,National public,derived_from_pct_at_or_above_basic,National Public,https://www.nationsreportcard.gov/NDEDataService/ChartHandler.aspx?type=sp_state_map_datatable&subject=RED&cohort=1&year=2024R3&wantse=false&wantextdecplaces=false,https://www.nationsreportcard.gov/profiles/,Repeated National Public NAEP benchmark row so a simple state filter in Looker Studio still shows the national comparison without a join.,0,1,1
