state,state_name,assessment,subject,subject_label,grade,school_year,administration_year,tier_rank,tier_id,tier_label,pct_students,is_below_basic_analog,below_basic_analog_label,source_value_kind,notes,source_url,source_page_url
MA,Massachusetts,MCAS,ELA,English Language Arts,03,2024-2025,2025,1,not_meeting_expectations,Not Meeting Expectations,19.0,True,Not Meeting Expectations,reported_exact_tier,"Massachusetts School and District Profiles publishes the statewide 2025 MCAS Grade 3 ELA achievement-level split directly on the state profile page, including Exceeding, Meeting, Partially Meeting, and Not Meeting Expectations.",https://profiles.doe.mass.edu/mcas/achievement_level.aspx?linkid=32&orgcode=00000000&orgtypecode=0&,https://profiles.doe.mass.edu/mcas/achievement_level.aspx?linkid=32&orgcode=00000000&orgtypecode=0&
MA,Massachusetts,MCAS,ELA,English Language Arts,03,2024-2025,2025,2,partially_meeting_expectations,Partially Meeting Expectations,39.0,False,Not Meeting Expectations,reported_exact_tier,"Massachusetts School and District Profiles publishes the statewide 2025 MCAS Grade 3 ELA achievement-level split directly on the state profile page, including Exceeding, Meeting, Partially Meeting, and Not Meeting Expectations.",https://profiles.doe.mass.edu/mcas/achievement_level.aspx?linkid=32&orgcode=00000000&orgtypecode=0&,https://profiles.doe.mass.edu/mcas/achievement_level.aspx?linkid=32&orgcode=00000000&orgtypecode=0&
MA,Massachusetts,MCAS,ELA,English Language Arts,03,2024-2025,2025,3,meeting_expectations,Meeting Expectations,37.0,False,Not Meeting Expectations,reported_exact_tier,"Massachusetts School and District Profiles publishes the statewide 2025 MCAS Grade 3 ELA achievement-level split directly on the state profile page, including Exceeding, Meeting, Partially Meeting, and Not Meeting Expectations.",https://profiles.doe.mass.edu/mcas/achievement_level.aspx?linkid=32&orgcode=00000000&orgtypecode=0&,https://profiles.doe.mass.edu/mcas/achievement_level.aspx?linkid=32&orgcode=00000000&orgtypecode=0&
MA,Massachusetts,MCAS,ELA,English Language Arts,03,2024-2025,2025,4,exceeding_expectations,Exceeding Expectations,6.0,False,Not Meeting Expectations,reported_exact_tier,"Massachusetts School and District Profiles publishes the statewide 2025 MCAS Grade 3 ELA achievement-level split directly on the state profile page, including Exceeding, Meeting, Partially Meeting, and Not Meeting Expectations.",https://profiles.doe.mass.edu/mcas/achievement_level.aspx?linkid=32&orgcode=00000000&orgtypecode=0&,https://profiles.doe.mass.edu/mcas/achievement_level.aspx?linkid=32&orgcode=00000000&orgtypecode=0&
MD,Maryland,MCAP,ELA,English Language Arts,03,2024-2025,2025,1,pl_1,PL 1,7.3,True,PL 1,reported_exact_tier,Maryland Report Card's public 2025 MCAP English Language Arts endpoint publishes the statewide Grade 3 All Students performance-level percentages directly.,https://reportcard.msde.maryland.gov/Assessments/GetELAPerformanceBarChart,https://reportcard.msde.maryland.gov/Graphs/#/Assessments/ELAPerformance
MD,Maryland,MCAP,ELA,English Language Arts,03,2024-2025,2025,2,pl_2,PL 2,42.7,False,PL 1,reported_exact_tier,Maryland Report Card's public 2025 MCAP English Language Arts endpoint publishes the statewide Grade 3 All Students performance-level percentages directly.,https://reportcard.msde.maryland.gov/Assessments/GetELAPerformanceBarChart,https://reportcard.msde.maryland.gov/Graphs/#/Assessments/ELAPerformance
MD,Maryland,MCAP,ELA,English Language Arts,03,2024-2025,2025,3,pl_3,PL 3,44.1,False,PL 1,reported_exact_tier,Maryland Report Card's public 2025 MCAP English Language Arts endpoint publishes the statewide Grade 3 All Students performance-level percentages directly.,https://reportcard.msde.maryland.gov/Assessments/GetELAPerformanceBarChart,https://reportcard.msde.maryland.gov/Graphs/#/Assessments/ELAPerformance
MD,Maryland,MCAP,ELA,English Language Arts,03,2024-2025,2025,4,pl_4,PL 4,6.0,False,PL 1,reported_exact_tier,Maryland Report Card's public 2025 MCAP English Language Arts endpoint publishes the statewide Grade 3 All Students performance-level percentages directly.,https://reportcard.msde.maryland.gov/Assessments/GetELAPerformanceBarChart,https://reportcard.msde.maryland.gov/Graphs/#/Assessments/ELAPerformance
ME,Maine,Maine Through Year Assessment,ELA,English Language Arts,03,2024-2025,2025,1,well_below_state_expectations,Well Below State Expectations,12.6,True,Well Below State Expectations,reported_exact_tier,"Maine's official Spring 2025 technical report, Table 8.2, publishes statewide Grade 3 Reading percentages for all four achievement levels.",https://www.maine.gov/doe/sites/maine.gov.doe/files/inline-files/Assessment%20-%20Maine%20Through%20Year%20Assessment%20Spring%2025%20Technical%20Report%20-%203.31.2026.pdf,https://www.maine.gov/doe/Testing_Accountability/MECAS/math_ELA_Literacy
ME,Maine,Maine Through Year Assessment,ELA,English Language Arts,03,2024-2025,2025,2,below_state_expectations,Below State Expectations,27.1,False,Well Below State Expectations,reported_exact_tier,"Maine's official Spring 2025 technical report, Table 8.2, publishes statewide Grade 3 Reading percentages for all four achievement levels.",https://www.maine.gov/doe/sites/maine.gov.doe/files/inline-files/Assessment%20-%20Maine%20Through%20Year%20Assessment%20Spring%2025%20Technical%20Report%20-%203.31.2026.pdf,https://www.maine.gov/doe/Testing_Accountability/MECAS/math_ELA_Literacy
ME,Maine,Maine Through Year Assessment,ELA,English Language Arts,03,2024-2025,2025,3,at_state_expectations,At State Expectations,47.3,False,Well Below State Expectations,reported_exact_tier,"Maine's official Spring 2025 technical report, Table 8.2, publishes statewide Grade 3 Reading percentages for all four achievement levels.",https://www.maine.gov/doe/sites/maine.gov.doe/files/inline-files/Assessment%20-%20Maine%20Through%20Year%20Assessment%20Spring%2025%20Technical%20Report%20-%203.31.2026.pdf,https://www.maine.gov/doe/Testing_Accountability/MECAS/math_ELA_Literacy
ME,Maine,Maine Through Year Assessment,ELA,English Language Arts,03,2024-2025,2025,4,above_state_expectations,Above State Expectations,13.0,False,Well Below State Expectations,reported_exact_tier,"Maine's official Spring 2025 technical report, Table 8.2, publishes statewide Grade 3 Reading percentages for all four achievement levels.",https://www.maine.gov/doe/sites/maine.gov.doe/files/inline-files/Assessment%20-%20Maine%20Through%20Year%20Assessment%20Spring%2025%20Technical%20Report%20-%203.31.2026.pdf,https://www.maine.gov/doe/Testing_Accountability/MECAS/math_ELA_Literacy
MN,Minnesota,MCA/MTAS,ELA,English Language Arts,03,2024-2025,2025,1,does_not_meet_standards,Does Not Meet Standards,37.47,True,Does Not Meet Standards,reported_exact_tier,"Minnesota's official 2025 public Reading MCA/MTAS workbook reports the statewide Grade 3 All Students row for Does Not Meet, Partially Meets, Meets, and Exceeds Standards. Percentages are based on 62,993 tested students.",https://education.mn.gov/mdeprod/idcplg?IdcService=GET_FILE&Rendition=primary&RevisionSelectionMethod=latestReleased&dDocName=PROD087032,https://education.mn.gov/MDE/fam/tests/Assessmentresults/
MN,Minnesota,MCA/MTAS,ELA,English Language Arts,03,2024-2025,2025,2,partially_meets_standards,Partially Meets Standards,16.39,False,Does Not Meet Standards,reported_exact_tier,"Minnesota's official 2025 public Reading MCA/MTAS workbook reports the statewide Grade 3 All Students row for Does Not Meet, Partially Meets, Meets, and Exceeds Standards. Percentages are based on 62,993 tested students.",https://education.mn.gov/mdeprod/idcplg?IdcService=GET_FILE&Rendition=primary&RevisionSelectionMethod=latestReleased&dDocName=PROD087032,https://education.mn.gov/MDE/fam/tests/Assessmentresults/
MN,Minnesota,MCA/MTAS,ELA,English Language Arts,03,2024-2025,2025,3,meets_standards,Meets Standards,36.44,False,Does Not Meet Standards,reported_exact_tier,"Minnesota's official 2025 public Reading MCA/MTAS workbook reports the statewide Grade 3 All Students row for Does Not Meet, Partially Meets, Meets, and Exceeds Standards. Percentages are based on 62,993 tested students.",https://education.mn.gov/mdeprod/idcplg?IdcService=GET_FILE&Rendition=primary&RevisionSelectionMethod=latestReleased&dDocName=PROD087032,https://education.mn.gov/MDE/fam/tests/Assessmentresults/
MN,Minnesota,MCA/MTAS,ELA,English Language Arts,03,2024-2025,2025,4,exceeds_standards,Exceeds Standards,9.7,False,Does Not Meet Standards,reported_exact_tier,"Minnesota's official 2025 public Reading MCA/MTAS workbook reports the statewide Grade 3 All Students row for Does Not Meet, Partially Meets, Meets, and Exceeds Standards. Percentages are based on 62,993 tested students.",https://education.mn.gov/mdeprod/idcplg?IdcService=GET_FILE&Rendition=primary&RevisionSelectionMethod=latestReleased&dDocName=PROD087032,https://education.mn.gov/MDE/fam/tests/Assessmentresults/
MO,Missouri,MAP,ELA,English Language Arts,03,2024-2025,2025,1,below_basic,Below Basic,18.0,True,Below Basic,reported_exact_tier,"Missouri's official preliminary 2024-25 MAP results publish statewide Grade 3 ELA percentages for Below Basic, Basic, Proficient, and Advanced.",https://dese.mo.gov/sites/g/files/zuston521/files/media/pdf/2025/08/2024-25%20Preliminary%20MAP%20Results%2008.22.2025.pdf,https://dese.mo.gov/media/pdf/report-2024-25-preliminary-academic-performance
MO,Missouri,MAP,ELA,English Language Arts,03,2024-2025,2025,2,basic,Basic,23.0,False,Below Basic,reported_exact_tier,"Missouri's official preliminary 2024-25 MAP results publish statewide Grade 3 ELA percentages for Below Basic, Basic, Proficient, and Advanced.",https://dese.mo.gov/sites/g/files/zuston521/files/media/pdf/2025/08/2024-25%20Preliminary%20MAP%20Results%2008.22.2025.pdf,https://dese.mo.gov/media/pdf/report-2024-25-preliminary-academic-performance
MO,Missouri,MAP,ELA,English Language Arts,03,2024-2025,2025,3,proficient,Proficient,28.0,False,Below Basic,reported_exact_tier,"Missouri's official preliminary 2024-25 MAP results publish statewide Grade 3 ELA percentages for Below Basic, Basic, Proficient, and Advanced.",https://dese.mo.gov/sites/g/files/zuston521/files/media/pdf/2025/08/2024-25%20Preliminary%20MAP%20Results%2008.22.2025.pdf,https://dese.mo.gov/media/pdf/report-2024-25-preliminary-academic-performance
MO,Missouri,MAP,ELA,English Language Arts,03,2024-2025,2025,4,advanced,Advanced,31.0,False,Below Basic,reported_exact_tier,"Missouri's official preliminary 2024-25 MAP results publish statewide Grade 3 ELA percentages for Below Basic, Basic, Proficient, and Advanced.",https://dese.mo.gov/sites/g/files/zuston521/files/media/pdf/2025/08/2024-25%20Preliminary%20MAP%20Results%2008.22.2025.pdf,https://dese.mo.gov/media/pdf/report-2024-25-preliminary-academic-performance
MS,Mississippi,MAAP,ELA,English Language Arts,03,2024-2025,2025,1,minimal,Minimal,10.7,True,Minimal,reported_exact_tier,Mississippi publishes exact statewide Grade 3 MAAP ELA performance-level percentages in the 2025 executive summary PDF.,https://mdek12.org/wp-content/uploads/sites/33/2025/08/MAAP-2025-Results-Executive-Summary.pdf,https://mdek12.org/wp-content/uploads/sites/33/2025/08/MAAP-2025-Results-Executive-Summary.pdf
MS,Mississippi,MAAP,ELA,English Language Arts,03,2024-2025,2025,2,basic,Basic,13.7,False,Minimal,reported_exact_tier,Mississippi publishes exact statewide Grade 3 MAAP ELA performance-level percentages in the 2025 executive summary PDF.,https://mdek12.org/wp-content/uploads/sites/33/2025/08/MAAP-2025-Results-Executive-Summary.pdf,https://mdek12.org/wp-content/uploads/sites/33/2025/08/MAAP-2025-Results-Executive-Summary.pdf
MS,Mississippi,MAAP,ELA,English Language Arts,03,2024-2025,2025,3,pass,Pass,26.3,False,Minimal,reported_exact_tier,Mississippi publishes exact statewide Grade 3 MAAP ELA performance-level percentages in the 2025 executive summary PDF.,https://mdek12.org/wp-content/uploads/sites/33/2025/08/MAAP-2025-Results-Executive-Summary.pdf,https://mdek12.org/wp-content/uploads/sites/33/2025/08/MAAP-2025-Results-Executive-Summary.pdf
MS,Mississippi,MAAP,ELA,English Language Arts,03,2024-2025,2025,4,proficient,Proficient,35.5,False,Minimal,reported_exact_tier,Mississippi publishes exact statewide Grade 3 MAAP ELA performance-level percentages in the 2025 executive summary PDF.,https://mdek12.org/wp-content/uploads/sites/33/2025/08/MAAP-2025-Results-Executive-Summary.pdf,https://mdek12.org/wp-content/uploads/sites/33/2025/08/MAAP-2025-Results-Executive-Summary.pdf
MS,Mississippi,MAAP,ELA,English Language Arts,03,2024-2025,2025,5,advanced,Advanced,13.9,False,Minimal,reported_exact_tier,Mississippi publishes exact statewide Grade 3 MAAP ELA performance-level percentages in the 2025 executive summary PDF.,https://mdek12.org/wp-content/uploads/sites/33/2025/08/MAAP-2025-Results-Executive-Summary.pdf,https://mdek12.org/wp-content/uploads/sites/33/2025/08/MAAP-2025-Results-Executive-Summary.pdf
MT,Montana,MAST,ELA,English Language Arts,03,2024-2025,2025,1,novice,Novice,32.8,True,Novice,reported_exact_tier,Montana's official 2024-25 MAST technical report publishes statewide Grade 3 ELA counts and percentages for Novice through Advanced. Published percentages sum to 100.1% because of rounding.,https://opi.mt.gov/Portals/182/Page%20Files/Statewide%20Testing/MAST/MAST%202024-2025%20Technical%20Report.pdf?ver=2025-12-19-121316-830,https://opi.mt.gov/Leadership/Assessment-Accountability/MontCAS/Assessment-Data-Release
MT,Montana,MAST,ELA,English Language Arts,03,2024-2025,2025,2,partially_proficient,Partially Proficient,31.3,False,Novice,reported_exact_tier,Montana's official 2024-25 MAST technical report publishes statewide Grade 3 ELA counts and percentages for Novice through Advanced. Published percentages sum to 100.1% because of rounding.,https://opi.mt.gov/Portals/182/Page%20Files/Statewide%20Testing/MAST/MAST%202024-2025%20Technical%20Report.pdf?ver=2025-12-19-121316-830,https://opi.mt.gov/Leadership/Assessment-Accountability/MontCAS/Assessment-Data-Release
MT,Montana,MAST,ELA,English Language Arts,03,2024-2025,2025,3,proficient,Proficient,28.8,False,Novice,reported_exact_tier,Montana's official 2024-25 MAST technical report publishes statewide Grade 3 ELA counts and percentages for Novice through Advanced. Published percentages sum to 100.1% because of rounding.,https://opi.mt.gov/Portals/182/Page%20Files/Statewide%20Testing/MAST/MAST%202024-2025%20Technical%20Report.pdf?ver=2025-12-19-121316-830,https://opi.mt.gov/Leadership/Assessment-Accountability/MontCAS/Assessment-Data-Release
MT,Montana,MAST,ELA,English Language Arts,03,2024-2025,2025,4,advanced,Advanced,7.2,False,Novice,reported_exact_tier,Montana's official 2024-25 MAST technical report publishes statewide Grade 3 ELA counts and percentages for Novice through Advanced. Published percentages sum to 100.1% because of rounding.,https://opi.mt.gov/Portals/182/Page%20Files/Statewide%20Testing/MAST/MAST%202024-2025%20Technical%20Report.pdf?ver=2025-12-19-121316-830,https://opi.mt.gov/Leadership/Assessment-Accountability/MontCAS/Assessment-Data-Release
ND,North Dakota,ND A+,ELA,English Language Arts,03,2024-2025,2025,1,novice,Novice,18.0,True,Novice,reported_exact_tier,"North Dakota Insights' official 2024-25 Assessment Performance download reports the State of North Dakota Grade 3 Reading combined-assessment All Students row for Novice, Partially Proficient, Proficient, and Advanced.",https://insights.nd.gov/ShowFile?f=10006_6_csv_2024-2025,https://insights.nd.gov/ndinsights/Data
ND,North Dakota,ND A+,ELA,English Language Arts,03,2024-2025,2025,2,partially_proficient,Partially Proficient,44.0,False,Novice,reported_exact_tier,"North Dakota Insights' official 2024-25 Assessment Performance download reports the State of North Dakota Grade 3 Reading combined-assessment All Students row for Novice, Partially Proficient, Proficient, and Advanced.",https://insights.nd.gov/ShowFile?f=10006_6_csv_2024-2025,https://insights.nd.gov/ndinsights/Data
ND,North Dakota,ND A+,ELA,English Language Arts,03,2024-2025,2025,3,proficient,Proficient,32.0,False,Novice,reported_exact_tier,"North Dakota Insights' official 2024-25 Assessment Performance download reports the State of North Dakota Grade 3 Reading combined-assessment All Students row for Novice, Partially Proficient, Proficient, and Advanced.",https://insights.nd.gov/ShowFile?f=10006_6_csv_2024-2025,https://insights.nd.gov/ndinsights/Data
ND,North Dakota,ND A+,ELA,English Language Arts,03,2024-2025,2025,4,advanced,Advanced,6.0,False,Novice,reported_exact_tier,"North Dakota Insights' official 2024-25 Assessment Performance download reports the State of North Dakota Grade 3 Reading combined-assessment All Students row for Novice, Partially Proficient, Proficient, and Advanced.",https://insights.nd.gov/ShowFile?f=10006_6_csv_2024-2025,https://insights.nd.gov/ndinsights/Data
NE,Nebraska,NSCAS,ELA,English Language Arts,03,2024-2025,2025,1,developing,Developing,42.55,True,Developing,reported_exact_tier,"Nebraska Education Profile's official 2024-25 NSCAS ELA download reports the statewide Grade 3 All Students row for Developing, On Track, and Advanced. Published percentages sum to 100.01% because of rounding.",https://nepdata.education.ne.gov/api/v1/data/downloads/data-file?dataYear=20242025&fileName=NSCAS_ELA_Proficient_20242025.csv,https://nep.education.ne.gov/data-downloads
NE,Nebraska,NSCAS,ELA,English Language Arts,03,2024-2025,2025,2,on_track,On Track,39.23,False,Developing,reported_exact_tier,"Nebraska Education Profile's official 2024-25 NSCAS ELA download reports the statewide Grade 3 All Students row for Developing, On Track, and Advanced. Published percentages sum to 100.01% because of rounding.",https://nepdata.education.ne.gov/api/v1/data/downloads/data-file?dataYear=20242025&fileName=NSCAS_ELA_Proficient_20242025.csv,https://nep.education.ne.gov/data-downloads
NE,Nebraska,NSCAS,ELA,English Language Arts,03,2024-2025,2025,3,advanced,Advanced,18.23,False,Developing,reported_exact_tier,"Nebraska Education Profile's official 2024-25 NSCAS ELA download reports the statewide Grade 3 All Students row for Developing, On Track, and Advanced. Published percentages sum to 100.01% because of rounding.",https://nepdata.education.ne.gov/api/v1/data/downloads/data-file?dataYear=20242025&fileName=NSCAS_ELA_Proficient_20242025.csv,https://nep.education.ne.gov/data-downloads
NJ,New Jersey,NJSLA,ELA,English Language Arts,03,2024-2025,2025,1,level_1,Level 1,19.0,True,Level 1,reported_exact_tier,New Jersey publishes exact statewide Grade 3 NJSLA ELA performance-level percentages in the spring results workbook.,https://www.nj.gov/education/assessment/results/reports/2425/spring/ELA03%20NJSLA%20DATA%202024-25.xlsx,https://www.nj.gov/education/assessment/results/reports/2425/index.shtml
NJ,New Jersey,NJSLA,ELA,English Language Arts,03,2024-2025,2025,2,level_2,Level 2,16.0,False,Level 1,reported_exact_tier,New Jersey publishes exact statewide Grade 3 NJSLA ELA performance-level percentages in the spring results workbook.,https://www.nj.gov/education/assessment/results/reports/2425/spring/ELA03%20NJSLA%20DATA%202024-25.xlsx,https://www.nj.gov/education/assessment/results/reports/2425/index.shtml
NJ,New Jersey,NJSLA,ELA,English Language Arts,03,2024-2025,2025,3,level_3,Level 3,20.1,False,Level 1,reported_exact_tier,New Jersey publishes exact statewide Grade 3 NJSLA ELA performance-level percentages in the spring results workbook.,https://www.nj.gov/education/assessment/results/reports/2425/spring/ELA03%20NJSLA%20DATA%202024-25.xlsx,https://www.nj.gov/education/assessment/results/reports/2425/index.shtml
NJ,New Jersey,NJSLA,ELA,English Language Arts,03,2024-2025,2025,4,level_4,Level 4,37.0,False,Level 1,reported_exact_tier,New Jersey publishes exact statewide Grade 3 NJSLA ELA performance-level percentages in the spring results workbook.,https://www.nj.gov/education/assessment/results/reports/2425/spring/ELA03%20NJSLA%20DATA%202024-25.xlsx,https://www.nj.gov/education/assessment/results/reports/2425/index.shtml
NJ,New Jersey,NJSLA,ELA,English Language Arts,03,2024-2025,2025,5,level_5,Level 5,7.9,False,Level 1,reported_exact_tier,New Jersey publishes exact statewide Grade 3 NJSLA ELA performance-level percentages in the spring results workbook.,https://www.nj.gov/education/assessment/results/reports/2425/spring/ELA03%20NJSLA%20DATA%202024-25.xlsx,https://www.nj.gov/education/assessment/results/reports/2425/index.shtml
NV,Nevada,Smarter Balanced,ELA,English Language Arts,03,2024-2025,2025,1,ed,ED,31.2,True,ED,reported_exact_tier,"Nevada's official Accountability Portal reports the 2024-25 statewide Grade 3 ELA row for performance levels ED, AS, MS, and ES. Published percentages sum to 99.8% because of rounding.",https://nevadareportcard.nv.gov/di/report/summary_1?report=summary_1&scope=e24.y22&organization=c2269&scores=N_MA%2CMA_NotTested%2CMA_Tested%2CMA_pass%2CMA_level%2CN_RD%2CRD_NotTested%2CRD_Tested%2CRD_pass%2CRD_level&filterdata=grade_03&filterkey=grade.03&filterrelation=and&num=20&page=1&pagesize=20&domain=assessment&,https://nevadareportcard.nv.gov/DI/main/assessment
NV,Nevada,Smarter Balanced,ELA,English Language Arts,03,2024-2025,2025,2,as,AS,23.6,False,ED,reported_exact_tier,"Nevada's official Accountability Portal reports the 2024-25 statewide Grade 3 ELA row for performance levels ED, AS, MS, and ES. Published percentages sum to 99.8% because of rounding.",https://nevadareportcard.nv.gov/di/report/summary_1?report=summary_1&scope=e24.y22&organization=c2269&scores=N_MA%2CMA_NotTested%2CMA_Tested%2CMA_pass%2CMA_level%2CN_RD%2CRD_NotTested%2CRD_Tested%2CRD_pass%2CRD_level&filterdata=grade_03&filterkey=grade.03&filterrelation=and&num=20&page=1&pagesize=20&domain=assessment&,https://nevadareportcard.nv.gov/DI/main/assessment
NV,Nevada,Smarter Balanced,ELA,English Language Arts,03,2024-2025,2025,3,ms,MS,21.6,False,ED,reported_exact_tier,"Nevada's official Accountability Portal reports the 2024-25 statewide Grade 3 ELA row for performance levels ED, AS, MS, and ES. Published percentages sum to 99.8% because of rounding.",https://nevadareportcard.nv.gov/di/report/summary_1?report=summary_1&scope=e24.y22&organization=c2269&scores=N_MA%2CMA_NotTested%2CMA_Tested%2CMA_pass%2CMA_level%2CN_RD%2CRD_NotTested%2CRD_Tested%2CRD_pass%2CRD_level&filterdata=grade_03&filterkey=grade.03&filterrelation=and&num=20&page=1&pagesize=20&domain=assessment&,https://nevadareportcard.nv.gov/DI/main/assessment
NV,Nevada,Smarter Balanced,ELA,English Language Arts,03,2024-2025,2025,4,es,ES,23.4,False,ED,reported_exact_tier,"Nevada's official Accountability Portal reports the 2024-25 statewide Grade 3 ELA row for performance levels ED, AS, MS, and ES. Published percentages sum to 99.8% because of rounding.",https://nevadareportcard.nv.gov/di/report/summary_1?report=summary_1&scope=e24.y22&organization=c2269&scores=N_MA%2CMA_NotTested%2CMA_Tested%2CMA_pass%2CMA_level%2CN_RD%2CRD_NotTested%2CRD_Tested%2CRD_pass%2CRD_level&filterdata=grade_03&filterkey=grade.03&filterrelation=and&num=20&page=1&pagesize=20&domain=assessment&,https://nevadareportcard.nv.gov/DI/main/assessment
NY,New York,Grades 3-8 ELA,ELA,English Language Arts,03,2024-2025,2025,1,level_1,Level 1,20.0,True,Level 1,reported_exact_tier,NYSED Data Site's 2024-25 Report Card Database publishes All Public Schools statewide Grade 3 ELA counts and tested percentages for Levels 1 through 4 in the Annual EM ELA table.,https://data.nysed.gov/files/essa/24-25/SRC2025.zip,https://data.nysed.gov/downloads.php
NY,New York,Grades 3-8 ELA,ELA,English Language Arts,03,2024-2025,2025,2,level_2,Level 2,26.0,False,Level 1,reported_exact_tier,NYSED Data Site's 2024-25 Report Card Database publishes All Public Schools statewide Grade 3 ELA counts and tested percentages for Levels 1 through 4 in the Annual EM ELA table.,https://data.nysed.gov/files/essa/24-25/SRC2025.zip,https://data.nysed.gov/downloads.php
NY,New York,Grades 3-8 ELA,ELA,English Language Arts,03,2024-2025,2025,3,level_3,Level 3,33.0,False,Level 1,reported_exact_tier,NYSED Data Site's 2024-25 Report Card Database publishes All Public Schools statewide Grade 3 ELA counts and tested percentages for Levels 1 through 4 in the Annual EM ELA table.,https://data.nysed.gov/files/essa/24-25/SRC2025.zip,https://data.nysed.gov/downloads.php
NY,New York,Grades 3-8 ELA,ELA,English Language Arts,03,2024-2025,2025,4,level_4,Level 4,22.0,False,Level 1,reported_exact_tier,NYSED Data Site's 2024-25 Report Card Database publishes All Public Schools statewide Grade 3 ELA counts and tested percentages for Levels 1 through 4 in the Annual EM ELA table.,https://data.nysed.gov/files/essa/24-25/SRC2025.zip,https://data.nysed.gov/downloads.php
OK,Oklahoma,OSTP,ELA,English Language Arts,03,2024-2025,2025,1,below_basic,Below Basic,43.0,True,Below Basic,reported_exact_tier,Oklahoma's official 2024-25 OSTP public CSV reports statewide Grade 3 ELA counts and percentages for Below Basic through Advanced.,https://oklahoma.gov/content/dam/ok/en/osde/documents/services/assessments/state-testing-resources/2025-state-testing-resources/2425OKOSTPMediaRedacted.csv,https://oklahoma.gov/education/services/assessments/state-testing-resources.html
OK,Oklahoma,OSTP,ELA,English Language Arts,03,2024-2025,2025,2,basic,Basic,30.0,False,Below Basic,reported_exact_tier,Oklahoma's official 2024-25 OSTP public CSV reports statewide Grade 3 ELA counts and percentages for Below Basic through Advanced.,https://oklahoma.gov/content/dam/ok/en/osde/documents/services/assessments/state-testing-resources/2025-state-testing-resources/2425OKOSTPMediaRedacted.csv,https://oklahoma.gov/education/services/assessments/state-testing-resources.html
OK,Oklahoma,OSTP,ELA,English Language Arts,03,2024-2025,2025,3,proficient,Proficient,24.0,False,Below Basic,reported_exact_tier,Oklahoma's official 2024-25 OSTP public CSV reports statewide Grade 3 ELA counts and percentages for Below Basic through Advanced.,https://oklahoma.gov/content/dam/ok/en/osde/documents/services/assessments/state-testing-resources/2025-state-testing-resources/2425OKOSTPMediaRedacted.csv,https://oklahoma.gov/education/services/assessments/state-testing-resources.html
OK,Oklahoma,OSTP,ELA,English Language Arts,03,2024-2025,2025,4,advanced,Advanced,3.0,False,Below Basic,reported_exact_tier,Oklahoma's official 2024-25 OSTP public CSV reports statewide Grade 3 ELA counts and percentages for Below Basic through Advanced.,https://oklahoma.gov/content/dam/ok/en/osde/documents/services/assessments/state-testing-resources/2025-state-testing-resources/2425OKOSTPMediaRedacted.csv,https://oklahoma.gov/education/services/assessments/state-testing-resources.html
OR,Oregon,OSAS,ELA,English Language Arts,03,2024-2025,2025,1,level_1,Level 1,35.9,True,Level 1,reported_exact_tier,Oregon's official 2024-25 statewide ELA workbook reports Grade 3 OSAS counts and percentages for Levels 1 through 4. Published percentages sum to 100.1% because of rounding.,https://www.oregon.gov/ode/educator-resources/assessment/Documents/TestResults2425/pagr_State_ELA_2425.xlsx,https://www.oregon.gov/ode/educator-resources/assessment/pages/assessment-group-reports.aspx
OR,Oregon,OSAS,ELA,English Language Arts,03,2024-2025,2025,2,level_2,Level 2,23.9,False,Level 1,reported_exact_tier,Oregon's official 2024-25 statewide ELA workbook reports Grade 3 OSAS counts and percentages for Levels 1 through 4. Published percentages sum to 100.1% because of rounding.,https://www.oregon.gov/ode/educator-resources/assessment/Documents/TestResults2425/pagr_State_ELA_2425.xlsx,https://www.oregon.gov/ode/educator-resources/assessment/pages/assessment-group-reports.aspx
OR,Oregon,OSAS,ELA,English Language Arts,03,2024-2025,2025,3,level_3,Level 3,19.6,False,Level 1,reported_exact_tier,Oregon's official 2024-25 statewide ELA workbook reports Grade 3 OSAS counts and percentages for Levels 1 through 4. Published percentages sum to 100.1% because of rounding.,https://www.oregon.gov/ode/educator-resources/assessment/Documents/TestResults2425/pagr_State_ELA_2425.xlsx,https://www.oregon.gov/ode/educator-resources/assessment/pages/assessment-group-reports.aspx
OR,Oregon,OSAS,ELA,English Language Arts,03,2024-2025,2025,4,level_4,Level 4,20.7,False,Level 1,reported_exact_tier,Oregon's official 2024-25 statewide ELA workbook reports Grade 3 OSAS counts and percentages for Levels 1 through 4. Published percentages sum to 100.1% because of rounding.,https://www.oregon.gov/ode/educator-resources/assessment/Documents/TestResults2425/pagr_State_ELA_2425.xlsx,https://www.oregon.gov/ode/educator-resources/assessment/pages/assessment-group-reports.aspx
PA,Pennsylvania,PSSA,ELA,English Language Arts,03,2024-2025,2025,1,below_basic,Below Basic,20.3,True,Below Basic,reported_exact_tier,"Pennsylvania's official assessment reporting page publishes statewide Grade 3 PSSA ELA percentages for Advanced, Proficient, Basic, and Below Basic directly in the public HTML table.",https://www.pa.gov/agencies/education/data-and-reporting/assessment-reporting,https://www.pa.gov/agencies/education/data-and-reporting/assessment-reporting
PA,Pennsylvania,PSSA,ELA,English Language Arts,03,2024-2025,2025,2,basic,Basic,31.1,False,Below Basic,reported_exact_tier,"Pennsylvania's official assessment reporting page publishes statewide Grade 3 PSSA ELA percentages for Advanced, Proficient, Basic, and Below Basic directly in the public HTML table.",https://www.pa.gov/agencies/education/data-and-reporting/assessment-reporting,https://www.pa.gov/agencies/education/data-and-reporting/assessment-reporting
